Brand,Model,CPU,Processor_Speed,RAM_Size,Storage_Capacity,Screen_Size,Weight,Touch,Price
Lenovo,Flex Advance,Intel Core i5,2.093858312,16,256,12.24363787,4.372073306,No,9783.633852
Acer,MacBook Air,Apple M2,3.928487735,32,1000,14.78348565,3.15419773,No,33354.9026
Acer,250,Intel Core i3,1.952442382,32,1000,12.31824074,3.307985542,No,32611.79057
HP,ROG,AMD Ryzen 9,3.635962733,4,256,11.12312489,3.782148397,No,9468.150557
Asus,15S,Intel Core i5,2.730694641,8,256,15.95971007,3.768960485,No,9404.81938
HP,15S,Intel Core i5,2.118077686,32,256,13.19357421,2.202130615,No,10413.73101
Asus,Flex Advance,AMD Ryzen 5,3.676874753,16,512,13.12218012,4.494622359,No,17863.34575
Asus,TUF,Intel Core i5,2.613263138,8,512,12.81487418,2.53197966,No,17124.38401
Acer,Alurin,Intel Core i7,2.787043385,16,512,16.85223966,4.169214908,No,17442.27647
Dell,250,Intel Core i7,2.398083423,32,256,12.0206925,4.318012964,No,10554.60907
Dell,MacBook Pro,Apple M2 Pro,2.982377129,16,1000,16.38942838,4.144698602,No,31929.67448
Lenovo,V15,Intel Core i3,1.908809681,4,256,15.66081999,3.73693294,No,9087.071603
Acer,Raider,Intel Core i7,2.477703842,16,512,11.45887973,2.043826991,No,17064.36178
Asus,ThinkBook,Intel Core i7,3.923530806,8,512,16.92037461,3.081126477,No,17155.42246
Dell,ThinkPad,Intel Core i7,2.145333582,16,256,12.62819578,3.814518288,No,9740.413389
Asus,ExpertBook,Intel Core i5,3.141841661,16,256,11.59149756,3.162353888,No,9274.525545
Dell,Creator,Intel Core i9,2.312975161,4,512,15.9758854,4.590439685,Yes,17156.71072
Dell,250,Intel Core i3,3.433682814,16,512,15.2400532,2.926406826,No,17789.1721
Dell,Chromebook,Intel Celeron,1.827184152,16,512,14.70331284,2.880604377,No,16922.99042
Acer,Satellite Pro,Intel Core i7,3.924552613,32,256,11.93588518,2.797993079,No,11255.34802
HP,15S,Intel Core i3,2.634473853,32,512,13.8709767,2.998342607,No,18769.15166
Asus,XPS,Intel Core i5,2.090126158,8,512,15.68333616,3.672214893,No,16918.87147
Acer,Omen,Intel Core i7,1.683741868,32,1000,12.82174363,4.121045883,No,32466.67497
Acer,Legion,Intel Core i9,1.924394763,32,256,12.87013897,3.987703753,No,10719.66541
Acer,ConceptD,Intel Core i7,2.799434871,32,1000,11.01884544,4.42315346,No,32767.27432
Acer,V15,Intel Core i5,2.342507941,32,1000,12.04546041,4.657741986,No,32795.04128
Acer,Predator,Intel Core i7,3.572208415,4,512,16.25243375,4.448237127,No,17298.46593
Lenovo,F515,Intel Core i3,2.577218809,32,256,13.65047895,2.05683621,No,10517.18269
Asus,Chromebook,Intel Core i7,2.121785681,4,512,16.905407,4.207753861,No,16732.17689
Acer,Nitro,AMD Ryzen 9,3.042862467,4,256,13.37424778,2.625198721,No,8975.326466
Asus,Latitude,Intel Core i5,3.266943042,32,1000,15.29111873,2.398784128,No,32909.11452
Lenovo,IdeaPad,Intel Core i5,1.91760477,16,256,12.69151426,3.915466354,No,9526.042606
Lenovo,Legion,AMD Ryzen 7,1.919048041,4,512,13.18285785,2.959229586,No,16430.16183
Asus,Creator,Intel Core i7,1.591678567,16,512,12.14435593,2.17135149,No,16969.92215
Dell,Creator,Intel Core i7,3.341005038,16,512,13.08237421,2.412889203,No,17572.43986
HP,Creator,Intel Core i7,3.159511319,32,256,14.28342512,2.002788251,No,10307.60205
Dell,Katana,Intel Core i7,2.686577189,8,1000,16.95063729,4.709670882,No,31553.39887
Dell,ExpertBook,Intel Core i5,3.610426122,32,1000,14.98521028,2.073853952,Yes,33489.96969
Dell,ExpertBook,Intel Core i5,3.514175382,8,256,12.19547573,2.628367309,No,9431.367188
Acer,Surface Pro,Intel Evo Core i7,2.963385911,8,512,11.26976865,3.248788342,Yes,16951.43999
Lenovo,Surface Laptop,Intel Core i5,3.670678201,32,1000,11.75813889,3.069713978,Yes,32968.61211
Dell,ExpertBook,Intel Core i7,2.014603025,32,512,14.37533121,4.735177631,No,18036.24498
Lenovo,EliteBook,Intel Core i5,1.779799048,8,256,15.59096197,2.120866837,No,9341.544155
Asus,Creator,Intel Core i7,2.174374029,32,512,16.64251524,3.536644123,No,18293.3319
HP,15S,AMD Ryzen 3,1.64271714,8,1000,11.09493903,4.041438388,No,31331.87614
Asus,ProBook,AMD Ryzen 7,2.82792382,16,1000,14.13656085,4.795093921,No,32057.59756
Asus,E510,Intel Celeron,3.841514231,32,512,13.82520414,3.861113756,No,18728.75041
Acer,Go,Intel Pentium,1.598358852,16,256,14.93633013,4.411265708,No,9252.224765
HP,ProBook,Intel Core i7,1.805274785,4,512,14.35747313,2.251174814,No,16674.17627
Asus,Victus,Intel Core i7,2.630497571,16,256,15.1222349,3.157818533,No,9804.015335
Asus,IdeaPad,Intel Core i5,3.834687544,16,512,14.94849551,3.121841403,No,17539.35243
HP,Extensa,Intel Core i5,2.290390262,8,1000,11.70207035,4.658864649,No,31522.50349
HP,Modern,Intel Core i7,2.768087022,16,256,15.79830748,2.454113514,No,9642.707127
Asus,Surface Pro,Intel Core i5,1.603932148,32,256,11.73939545,2.455658517,Yes,10438.45157
HP,Creator,Intel Core i9,1.870858002,8,256,15.19118375,2.98567445,Yes,8960.4972
Asus,Creator,Intel Core i9,3.966575307,4,1000,13.49687221,2.163398142,Yes,31954.08526
Asus,250,Intel Core i7,3.912796741,32,512,14.08310441,2.547374122,No,18484.08666
Acer,VivoBook,AMD Ryzen 7,1.512349952,4,1000,16.41978809,4.895628916,No,31192.30269
Dell,MacBook Pro,Apple M2 Pro,3.879529464,16,256,16.33930236,3.28455182,No,9848.907002
Asus,TUF,AMD Ryzen 7,3.097799845,32,512,15.90713783,3.896057625,No,18564.87371
Lenovo,Latitude,Intel Core i5,3.669795736,32,1000,14.06089028,4.178333778,No,32943.02119
Dell,ThinkPad,Intel Core i5,2.636849639,4,256,15.41743886,3.100884221,No,8951.260151
Dell,Galaxy Book,Intel Evo Core i7,2.788990071,32,256,14.07738233,2.441681223,No,10805.22151
Dell,Yoga,AMD Ryzen 5,2.722116451,32,1000,16.21763649,2.619743049,No,32761.71743
Acer,Gram,Intel Evo Core i7,3.167160644,32,1000,13.416655,2.93979943,No,32953.47077
Asus,EliteBook,Intel Core i5,1.849128137,16,1000,16.82141207,3.908205261,No,32130.93257
Acer,ROG,Intel Core i9,1.574933975,4,256,16.59393655,3.194841647,No,9026.50863
Asus,V15,Intel Core i5,2.269824854,32,1000,15.44961572,2.020444094,No,33188.92315
Acer,Satellite Pro,Intel Core i3,3.261701907,8,256,12.67649531,3.570221555,No,9283.177998
Acer,ROG,AMD Ryzen 9,2.00463363,8,1000,11.78992153,4.764540176,No,31446.97749
Lenovo,Aorus,Intel Core i5,3.183581083,8,256,16.1282207,4.436232833,No,9468.282674
Acer,Beast,Intel Core i9,3.924780115,8,256,11.99181372,4.475634114,No,9684.282947
HP,Prestige,Intel Core i7,1.734751789,16,512,16.12556473,4.385174053,No,17543.33454
Lenovo,Legion,AMD Ryzen 7,3.181505296,32,1000,13.94459004,2.971192477,No,33000.20424
Acer,Flex Advance,Intel Core i5,2.609375548,4,1000,13.4393407,4.295581501,No,31420.17334
Dell,Omen,Intel Core i7,3.670355636,32,256,16.41914467,2.429484073,No,10521.56081
HP,Flex,Intel Core i3,1.942874474,16,256,14.6231059,3.973148442,No,9643.781766
HP,Aspire,Intel Core i3,3.231564881,8,256,14.45968404,3.9247057,No,9346.199598
HP,TravelMate,Intel Core i5,3.595288224,16,512,14.35259567,2.076709397,No,17769.02973
Lenovo,Extensa,Intel Core i5,3.861535549,32,512,13.2270171,4.363910401,No,18371.27151
Acer,ExpertBook,Intel Core i7,3.208120071,4,256,15.71385862,4.709744315,No,9240.676133
Acer,Chromebook,Intel Celeron,2.74293691,16,1000,12.51679066,2.802245835,Yes,31778.84713
Dell,Gram,Intel Evo Core i7,3.044618101,4,1000,16.63336976,4.437172173,No,31234.92888
Dell,Extensa,Intel Core i3,3.672262461,16,512,16.36391123,2.247217916,No,18071.45595
HP,Gram,Intel Evo Core i7,2.926524367,4,512,13.02488195,3.799903575,No,16893.74026
Dell,Surface Laptop,Intel Evo Core i7,1.575967649,4,256,15.37678262,3.456940596,Yes,9049.026872
Lenovo,EliteBook,Intel Core i7,3.827371739,8,1000,14.43933917,3.6377706,No,31735.42443
Acer,Portégé,Intel Core i7,3.223816878,4,256,13.02589581,4.778615606,No,9412.599857
HP,ThinkPad,Intel Core i5,3.191283464,8,512,16.93112989,4.613945742,No,17329.76781
Dell,Tecra,Intel Core i5,2.039187881,32,1000,11.15142408,4.355250972,No,32526.82811
Lenovo,ZenBook,AMD Ryzen 5,3.147213676,32,1000,12.51587618,2.821095373,No,32739.64822
Lenovo,Flex,Intel Core i3,2.484661014,8,512,14.12044437,4.735455886,No,16845.48099
Dell,MacBook Pro,Apple M2 Pro,3.128082443,8,256,14.13171802,2.292523077,No,9459.669088
Acer,EliteBook,Intel Core i5,1.766482576,16,256,14.53359845,4.55998765,No,9611.790008
Dell,MacBook Pro,Apple M2 Pro,3.144613262,16,1000,15.51005703,2.984480217,No,32216.95779
HP,Neo,Intel Celeron,3.998534314,16,512,14.74086698,2.161316935,No,17992.65705
Dell,VivoBook,Intel Core i5,1.620530097,32,1000,14.60168876,4.008070953,No,32533.06772
Lenovo,Flex Advance,AMD Ryzen 5,3.942935461,16,512,11.32108678,2.693839785,No,17430.73803
Dell,VivoBook,Intel Core i3,2.517269902,4,256,13.25918173,2.730713378,No,9121.350285
Acer,ZenBook,AMD Ryzen 7,3.676883626,4,512,12.39233444,2.918141499,No,16675.42504
Asus,ConceptD,Intel Core i7,3.45596371,16,256,12.59222067,2.191054303,No,10040.27411
Dell,V15,Intel Core i7,2.917540652,4,512,14.32602485,2.531381433,No,16924.30747
Acer,ThinkPad,Intel Core i7,3.346123023,32,1000,12.19703189,2.015418883,No,32925.40345
Acer,ExpertBook,Intel Core i7,3.696288903,4,256,12.76369461,3.336228563,No,9262.458812
Lenovo,ThinkPad,Intel Core i5,2.510350804,32,1000,12.42250825,2.252766132,No,33009.99182
Acer,Predator,Intel Core i7,2.317582904,8,1000,16.69101766,4.047957815,No,31832.48694
Acer,Modern,AMD Ryzen 5,3.168983464,8,256,16.66799439,2.706868554,No,9470.813523
Acer,15S,AMD 3020e,3.519614855,8,256,14.65964935,4.830722432,No,9647.162498
Acer,Pavilion,AMD Ryzen 7,3.405712837,8,1000,16.54713481,4.613754882,No,32038.62181
HP,Tecra,Intel Core i7,3.494534122,4,1000,15.71487587,2.868322685,No,31751.62636
HP,MacBook Pro,Apple M2,2.588958287,16,1000,14.5396873,4.349646364,No,32023.99594
Lenovo,ExpertBook,Intel Core i7,3.54458554,4,1000,11.03861127,4.409734714,No,31661.82553
Dell,MacBook Pro,Intel Core i7,1.800522638,32,256,15.63509772,4.959689342,No,10195.39226
Acer,V15,Intel Celeron,2.861222745,4,256,15.21493005,3.793519961,No,9232.829064
Dell,TUF,Intel Core i7,1.514396651,4,1000,14.69152192,2.245897204,No,31227.62555
Dell,Latitude,Intel Core i5,2.311464575,32,512,15.56254587,3.940511687,No,18116.16559
Lenovo,Ultra,AMD Ryzen 5,2.416153837,8,512,14.07753299,3.874939245,No,16640.72783
Acer,Yoga,Intel Evo Core i5,2.490431729,8,256,15.22449963,3.915051732,No,9137.906271
Acer,Katana,Intel Core i7,3.238668017,8,1000,16.61103252,2.921436944,No,31753.56092
Asus,Beast,Intel Core i9,2.471395253,16,1000,13.2548301,4.579038755,No,32192.5931
Dell,Erazer,Intel Core i7,2.621734057,32,256,15.24873101,4.878416549,No,10617.70196
Dell,Blade,Intel Core i7,2.093860327,32,512,13.85412691,2.653137539,No,18317.25808
HP,ROG,AMD Ryzen 9,2.433129479,4,512,15.04639791,2.264456474,No,17073.49197
Asus,MacBook Air,Apple M2,2.068174068,16,512,15.57736001,2.5836051,No,17425.20779
HP,MacBook Air,Apple M2,1.682989809,8,256,11.272715,4.461656418,No,9125.49438
HP,Surface Laptop,Intel Core i5,3.008621483,16,512,14.87960266,4.029933904,Yes,17324.41821
HP,Blade,Intel Core i7,3.170531996,32,256,12.36044711,3.908142027,No,11019.56817
Lenovo,Blade,Intel Core i9,3.048725865,32,256,15.02019523,3.205379405,No,10374.52647
Lenovo,Blade,Intel Core i9,2.65873511,4,1000,13.80998112,3.733483915,No,31494.35862
HP,Galaxy Book,Intel Evo Core i7,2.44946445,4,512,15.64131645,2.923622376,No,17000.0428
Asus,Latitude,Intel Core i5,3.658334124,32,256,11.74040489,3.431600238,No,10881.50644
Dell,Blade,AMD Ryzen 9,2.797704463,8,512,14.75793411,4.379189085,No,16839.88987
Asus,IdeaPad,Intel Core i3,2.697954694,8,512,12.67082437,4.943724792,Yes,16919.58958
Acer,VivoBook,Intel Core i7,1.564105165,16,1000,16.11789197,4.797466771,No,31727.41325
Lenovo,ExpertBook,Intel Core i5,2.353119569,32,512,16.57030103,4.801597829,No,17817.92711
Dell,Chromebook,Intel Celeron,2.450489047,32,1000,16.97838976,3.206671205,Yes,32923.66424
Dell,250,Intel Core i5,2.497056952,8,256,15.77604441,3.406369642,No,9217.345503
Acer,VivoBook,Intel Core i7,2.950430923,8,512,15.52240442,4.116906189,No,17420.46167
Acer,TUF,Intel Core i7,2.834006367,32,256,12.29300455,4.766575784,No,10668.03049
HP,Electronics,Intel Celeron,3.019762732,4,512,13.01604235,2.425982778,No,16908.29396
Lenovo,15S,Intel Core i7,3.412208154,32,256,13.79409525,2.912725591,No,10614.65637
Lenovo,Surface Pro,Intel Evo Core i7,3.532464347,32,512,15.64028629,2.417740534,Yes,18478.1444
Asus,ROG,Intel Core i9,3.295307691,8,512,16.48979519,3.83602559,Yes,17159.32242
HP,Galaxy Book,Intel Evo Core i9,3.88880924,8,512,12.1348346,2.918902991,No,17265.17733
HP,ThinkPad,Intel Core i7,1.545581457,4,512,16.53420491,2.978323558,No,17050.34431
HP,15S,Intel Core i5,1.989444964,4,512,15.17374791,2.212747878,No,16526.28524
HP,Satellite Pro,Intel Core i5,1.518907187,16,512,14.66462438,3.049388185,No,17192.85167
Lenovo,ProBook,Intel Core i5,3.118686785,32,512,12.19904763,4.587489522,No,18423.12109
Lenovo,ThinkPad,Intel Core i5,3.745076372,8,512,11.3331502,2.699218436,No,17128.65793
HP,Gram,Intel Evo Core i7,2.108705741,4,512,14.41078939,4.085562399,No,17045.20968
Asus,VivoBook,Intel Core i5,3.817586362,16,256,14.9090941,3.888885035,No,10138.50213
Dell,Surface Pro,Intel Core i5,1.650668476,16,1000,12.2646887,4.590453825,Yes,31685.74485
Dell,MacBook Pro,Apple M2 Pro,3.836090067,8,512,14.33873723,2.396863843,No,17330.83786
Asus,VivoBook,Intel Core i5,2.379056718,8,1000,16.13896042,4.932769881,No,31508.34111
HP,15S,Intel Core i3,1.753552071,16,512,16.01039567,3.747885938,No,17134.10781
Lenovo,Chromebook,Intel Celeron,2.714679398,4,512,16.56413108,4.986422457,No,16856.31468
Dell,Extensa,AMD Ryzen 5,2.141941419,16,256,13.19531486,4.734544178,No,9877.701372
Acer,Surface Laptop,Intel Core i7,2.212182255,32,256,12.90829744,2.664551816,Yes,10603.04589
Acer,Flex Advance,Intel Core i5,2.268224912,32,1000,15.49655604,2.16848603,No,32837.37572
Asus,Beast,Intel Core i7,3.507564745,8,256,13.58667443,2.766917281,No,9681.814504
HP,Aspire,Intel Core i7,2.847903192,4,256,11.52529198,3.582690947,No,9197.983311
Dell,Modern,Intel Core i5,2.278269248,4,1000,12.69680678,2.514789101,No,31150.46349
HP,Neo,Intel Core i5,3.025834458,32,256,13.51149371,2.502379234,No,10601.34545
Dell,Flex Advance,Intel Core i5,3.290376686,16,512,12.75509855,3.387780641,No,17524.66758
Asus,ThinkBook,Intel Core i7,2.181560002,8,1000,12.99323343,2.099803914,No,31727.5167
Asus,F515,Intel Core i5,2.533872754,16,1000,12.76265544,2.365664248,No,31925.07692
Acer,VivoBook,Intel Core i3,1.804715233,16,512,11.248995,3.247584018,No,17030.91419
HP,Aspire,Intel Core i5,1.952873374,16,256,14.8225682,2.189389728,No,9636.02275
Acer,255,AMD Ryzen 3,3.202794635,4,1000,14.58375452,3.190265169,No,31471.24646
HP,MacBook Pro,Apple M2 Pro,1.953595869,32,1000,14.92030099,3.422018798,No,32690.20316
Acer,250,Intel Core i5,2.812908459,4,512,12.15385938,3.353799842,No,16815.94497
Lenovo,Extensa,Intel Core i5,3.272615654,32,512,12.77392725,4.607524572,No,18247.3176
Lenovo,14S,AMD Athlon,1.767192308,8,256,14.71769556,3.590187365,No,9384.527048
Lenovo,Revolt,Intel Core i5,2.918280549,8,1000,14.59776541,3.403941387,No,32024.43103
Lenovo,Revolt,Intel Core i7,2.141406959,16,256,14.03798186,3.232127736,No,9829.3019
Dell,Revolt,Intel Core i5,3.907317188,32,256,13.1024795,4.452870135,No,10424.74489
Lenovo,Revolt,Intel Core i5,2.708864117,32,512,16.47758603,4.685169812,No,18156.07811
Asus,Revolt,Intel Core i5,3.514981374,32,1000,13.03862145,4.559727408,No,32982.44101
Asus,Revolt,Intel Core i7,2.875566355,16,1000,13.73371494,4.020639734,No,31740.32652
Dell,Surface Laptop,Intel Evo Core i7,1.608531332,16,1000,15.06868299,2.412085238,Yes,31723.78073
Lenovo,Flex Advance,Intel Core i5,3.082878439,8,512,14.25812859,2.830609908,No,17095.14617
Lenovo,VivoBook,Intel Celeron,3.878508356,4,512,13.08131586,2.138189191,Yes,16986.15128
Lenovo,V15,Intel Core i5,3.00402955,32,512,13.61386874,4.792472225,No,18286.8886
Acer,Galaxy Book,Intel Evo Core i7,3.547972149,32,512,15.76688491,3.982395589,Yes,18168.9425
HP,VivoBook,Intel Core i7,3.710516158,4,512,12.66877493,4.239088653,No,16921.03137
Acer,ProBook,AMD Ryzen 7,2.07019943,32,1000,11.85353144,2.934715219,No,32752.14531
HP,Gram,Intel Core i7,2.0301121,16,256,12.87897921,4.536960567,No,9600.272693
Lenovo,Revolt,Intel Core i7,3.027452472,16,1000,16.09720529,2.778809851,No,32289.02522
Lenovo,Classmate Pro,Intel Core i3,2.527571175,32,256,11.53393829,2.004931271,No,10573.85856
Acer,Gram,Intel Evo Core i7,3.599653257,16,512,16.95017644,3.129244888,Yes,17606.22034
Acer,Legion,Intel Core i9,3.750057808,16,256,14.24601739,3.712284443,No,10001.83284
HP,V15,Intel Core i3,2.383553448,32,1000,16.90907446,3.436114574,No,32720.53241
Asus,Revolt,Intel Core i5,2.092176397,8,1000,16.63397853,4.586228428,No,31551.2069
HP,15S,AMD 3020e,3.451313788,4,256,13.71688229,2.316215858,No,9110.31475
Acer,Aspire,Intel Celeron,2.187015089,16,512,12.19094645,3.661470322,No,17517.69213
Acer,Vostro,Intel Core i5,3.556535796,8,512,11.98930866,3.538938049,No,17121.00509
Dell,15S,Intel Celeron,2.559345634,16,1000,12.43993618,2.844178947,No,32245.01475
Acer,Prestige,Intel Core i7,3.168874748,16,256,15.26079584,4.466684338,No,9936.623237
Dell,Revolt,Intel Core i7,1.738838285,4,512,12.63769997,4.258545968,No,16440.80374
Asus,ThinkPad,Intel Core i7,3.059648312,16,512,13.04855162,4.198577562,No,17541.13624
HP,VivoBook,Intel Core i7,2.629419197,4,1000,13.69267282,4.628577435,No,31615.39517
HP,ROG,Intel Core i9,2.966521158,4,512,16.47939608,4.168353802,No,16925.69246
Dell,Prestige,Intel Core i7,1.920035519,4,256,12.13636051,2.695523875,No,8994.584946
HP,Surface Laptop,AMD Ryzen 5,3.342184362,8,1000,11.03015932,4.116688135,Yes,31637.58172
Acer,17,Intel Celeron,3.656992694,32,1000,11.36057846,2.92310844,No,33034.19967
Lenovo,Aspire,AMD Ryzen 7,2.0418495,8,256,16.42859805,2.726523951,No,9337.256259
Dell,ConceptD,Intel Core i7,1.739286389,32,1000,14.88509879,2.219010779,No,32607.60598
HP,XPS,Intel Core i7,1.559096465,32,512,12.63824372,4.232085741,Yes,17766.40412
Dell,250,Intel Core i7,3.104928751,4,512,12.06315501,4.133002886,No,17138.51292
Dell,ProBook,AMD Ryzen 5,3.01773509,16,256,12.76560042,2.703498433,No,9932.648143
Lenovo,Pulse,Intel Core i7,2.866743532,4,512,11.68878156,4.24813705,No,16715.11135
Acer,Surface Laptop,AMD Ryzen 7,2.07986774,16,256,16.64919746,4.753522649,Yes,9725.353722
Dell,Surface Laptop,Intel Evo Core i7,2.47726499,32,256,15.70523705,2.324086872,Yes,10270.60114
HP,Surface Laptop,Intel Core i7,2.986190838,4,512,13.77434706,2.697909915,Yes,16510.33181
Asus,Revolt,Intel Core i7,2.741917147,16,256,16.18977563,4.250782382,No,10026.49774
Dell,Predator,Intel Core i7,3.969463801,8,512,12.49674923,2.823520021,No,17321.50277
Dell,Zbook,Intel Core i7,1.841099381,16,1000,15.30272341,3.873991923,No,31925.99393
Lenovo,ThinkPad,Intel Core i7,3.237861385,4,1000,16.13679499,2.243492673,No,31694.40469
Acer,Revolt,Intel Core i7,2.51079692,8,256,13.14061227,3.356607437,No,9956.631887
Asus,F515,Intel Core i5,2.570499037,16,512,15.54478667,4.217274266,No,17616.64186
HP,Extensa,Intel Core i5,3.293994414,16,512,12.7704341,4.059541829,No,17324.52409
Asus,Ioxbook,Intel Celeron,3.231090378,16,1000,12.79314281,4.445216302,No,31821.55349
HP,Blade,AMD Ryzen 9,3.978139984,16,1000,11.64234307,4.63235638,No,32493.05845
Acer,ZenBook,AMD Ryzen 7,1.820985724,16,512,13.64034828,4.319550504,No,17425.02778
HP,255,AMD Ryzen 3,1.760274123,8,256,15.37827144,4.014763229,No,9314.484775
Lenovo,ThinkPad,Intel Core i3,3.310847043,32,1000,16.64132483,2.095167475,No,32911.46842
Lenovo,Revolt,Intel Core i7,2.945967293,8,256,14.62278195,3.60490002,No,9498.257175
Lenovo,ExpertBook,Intel Core i5,2.185401666,8,256,16.17881323,2.113093175,No,9174.856632
Lenovo,ZenBook,AMD Ryzen 7,1.698548422,8,1000,15.9349679,4.424203451,No,31646.72339
Asus,ProBook,Intel Core i7,1.714145624,32,256,12.04005832,2.962173573,No,10530.53994
Acer,TravelMate,Intel Core i5,3.735477187,4,256,13.91490457,3.687288122,No,9259.826096
HP,XPS,Intel Core i7,1.979668312,32,512,11.70154121,2.838335922,No,18287.94316
HP,Flex Advance,Intel Core i5,2.308428905,8,256,15.09291897,4.347500433,No,9323.039636
Lenovo,Gram,Intel Core i7,2.066641006,16,512,16.69939801,4.65950758,No,17459.09573
Lenovo,ThinkPad,Intel Core i5,2.387490765,16,1000,11.82253675,3.195927483,No,31720.06294
Dell,TravelMate,Intel Core i5,1.673559607,8,1000,15.40329878,4.588767181,No,31543.33313
Acer,Latitude,Intel Core i5,2.797649477,16,512,14.79342891,2.801225022,No,17352.26935
Asus,ThinkBook,Intel Core i7,1.669031409,8,1000,14.50163022,3.603982769,No,31582.72575
HP,15S,Intel Core i5,3.50089127,16,256,13.34072141,4.57628429,No,10194.66237
Dell,15S,Intel Core i5,2.084280205,32,256,13.13078989,2.977644028,No,10487.59944
Dell,ThinkPad,Intel Core i5,2.850029787,4,256,11.27149513,4.862126795,No,8946.643611
HP,MacBook Pro,Intel Core i7,3.700197719,4,1000,12.30745225,2.365638505,No,31787.82542
Asus,VivoBook,Intel Core i3,3.127193423,32,256,11.09106129,2.054825209,No,10687.06941
Dell,TUF,AMD Ryzen 9,2.832394466,32,1000,14.48850263,4.712406058,No,33320.84523
Dell,BR,Intel Celeron,2.310834383,8,256,11.63511942,2.205945998,Yes,9303.603397
Acer,ROG,AMD Ryzen 9,2.332504783,8,512,16.23811636,4.975667588,Yes,16884.41161
Asus,Vector,Intel Core i7,3.173717388,8,1000,14.13885812,4.854190586,No,31923.10698
Dell,Flex Advance,Intel Core i5,3.985348403,16,1000,15.19813945,2.41106273,No,32351.38623
Asus,ROG,Intel Core i9,3.154597975,8,256,13.46514255,3.612753877,Yes,9460.145105
HP,ZenBook,AMD Ryzen 5,2.894458543,32,1000,14.36347885,2.554760892,No,32754.91847
Lenovo,Creator,Intel Core i7,3.326626276,4,1000,16.65595506,3.284465519,Yes,31641.11274
Dell,V15,AMD Ryzen 3,2.663014031,16,512,11.49640424,2.184275388,No,17406.84908
Acer,VivoBook,Intel Evo Core i7,1.650355857,8,512,12.52362663,2.671773763,No,16788.15623
HP,ConceptD,Intel Core i7,2.90574204,16,256,15.67992996,3.089818389,Yes,9725.671351
Asus,Stealth,Intel Core i7,3.894063211,16,512,11.59242324,3.315942501,No,17695.14751
HP,E510,Intel Celeron,1.938257356,8,256,11.45396662,4.932488775,No,8962.711433
Dell,250,Intel Core i5,3.225012227,16,256,13.16924839,4.423596937,No,9612.352524
Asus,F515,Intel Core i3,2.002334222,4,256,11.55300775,4.212229833,No,9111.311935
Lenovo,Satellite Pro,Intel Core i7,2.839569211,32,1000,14.51047065,3.611123944,No,33045.56205
HP,VivoBook,Intel Core i7,1.741691124,32,512,12.3576515,4.519993282,No,17748.77043
Dell,Latitude,Intel Core i7,2.625927341,4,256,16.37418778,3.017968507,No,8836.578529
Acer,Surface Pro,Intel Core i5,3.390408322,16,512,15.70100049,4.126697338,No,17409.08629
Asus,ThinkPad,Intel Core i5,2.368928811,8,256,15.19823124,4.981351926,No,9282.277069
HP,VivoBook,Intel Core i7,3.162279311,16,512,14.70166416,2.943886727,No,17787.92019
HP,EliteBook,Intel Core i5,3.488624902,4,512,16.18079438,4.022052605,Yes,17010.57143
Lenovo,ThinkBook,Intel Core i7,3.817944549,16,256,12.33837237,4.532944592,Yes,9791.154701
Lenovo,Akoya,Intel Core i5,2.086605205,32,1000,16.23865306,4.74742275,No,32824.33712
Acer,Vostro,Intel Core i7,2.49828979,16,512,15.73695379,4.153798073,No,17410.05583
Acer,Gram,Intel Core i7,1.881040033,4,1000,15.48896496,2.85082377,Yes,31081.27761
Dell,Surface Pro,Intel Evo Core i5,3.981208755,32,1000,14.36753407,2.978846455,Yes,32878.79139
Dell,MacBook Pro,Intel Core i5,3.81750242,16,256,12.47746497,2.062274096,No,9702.787542
Acer,VivoBook,Intel Core i5,2.849892826,16,256,13.5412875,4.282657933,No,10273.94804
Acer,Aorus,Intel Core i7,3.605083236,32,256,15.76142393,2.128218818,No,10966.95923
Asus,ExpertBook,Intel Core i5,2.802394943,8,512,11.19067091,4.593957064,No,16879.60962
Lenovo,ZenBook,Intel Core i5,3.05896422,32,256,15.69230462,2.355981843,No,10903.73248
Dell,Envy,Intel Core i7,1.72281108,8,256,12.44042444,2.515629536,No,9034.603152
Lenovo,Latitude,Intel Evo Core i7,3.388176051,4,512,11.8658552,3.429579412,Yes,17155.6926
Lenovo,Aspire,Intel Core i5,1.819283709,4,512,11.69420791,4.213641246,No,16631.66578
Acer,250,Intel Core i3,3.565169076,32,256,11.16350007,2.417006616,No,10560.3635
Asus,ThinkPad,Intel Core i5,3.455070219,32,256,14.14151891,3.320213225,No,10856.60636
HP,15S,Intel Celeron,3.271861744,4,256,12.30955924,3.448553823,No,9273.58191
Asus,470,Intel Core i5,1.590400951,8,256,16.93659059,2.636856925,No,9290.096987
Asus,IdeaPad,Intel Core i5,2.25782089,4,1000,14.44662054,2.34667513,No,31460.13124
Lenovo,TUF,Intel Core i5,2.157781425,32,1000,11.82731162,4.509262769,No,32764.01284
Asus,Swift,Intel Evo Core i7,2.400341019,4,256,15.13257524,3.507396949,No,9287.756517
Dell,MacBook Pro,Intel Core i9,1.719106867,32,1000,16.3864614,2.043143708,No,33267.88053
Lenovo,ThinkPad,Intel Core i7,3.842394558,32,512,15.47107697,4.408943904,No,18743.56939
